date,description,moneyIn,moneyOut,tx
2014-10-10 00:02:16,PAYMENT RECEIVED,0.5,0,7ce380cb282bc214d3ec0ff065f34135399c9b69b0e32678758e986d5f22de9f
2014-10-10 00:57:01,PAYMENT RECEIVED,0.1,0,f07e98b57dbb69a33ad1ebe2f068d906c6588acb64130eaa43b814fd3c979166
2014-10-10 02:25:35,PAYMENT RECEIVED,0.05,0,c21e387fdd8b7b86551e5c461d67b855dd3fc8edf46e52e36a8a525c2e9b01aa
2014-10-10 02:44:32,PAYMENT RECEIVED,0.5,0,7884eca86102cde0a6464d5211f4ec708bfbfeb694157d647f93360679546026
2014-10-10 03:25:41,PAYMENT RECEIVED,1,0,22eaeea2abb88908f6347b36b4b98a13699c2c43ec1d358103abbf7640082587
2014-10-10 03:38:12,PAYMENT RECEIVED,5.62,0,19f08e625fe85ebf416435aa540ed3bf814df4be16fb154b7496d8ea6ec6a3db
2014-10-10 03:55:12,PAYMENT RECEIVED,3.982389,0,1aa480d75e5ef0f8d20e298ea1b77c032b1c7e887c75dd13dc9345761ac59f61
2014-10-10 06:16:10,PAYMENT RECEIVED,0.06,0,a8e3613ff778cf1ef98d8cc854c53a81342dfb0587e0135dafec1e55972ae4ac
2014-10-10 06:10:23,PAYMENT RECEIVED,0.2,0,c1b44ff2ee33e589c5e0d98b946b0a0fa1f4ca6d6a7c8d1ee0e2dc97495175a2
2014-10-10 07:39:52,PAYMENT RECEIVED,2,0,9c3ee20abffa325aeb3ae961bade3d7066bb1f427c1071a8f224d9d76d5a9a3c
2014-10-10 07:43:09,PAYMENT RECEIVED,0.15,0,d3f338ae2e8c8d6308f23e8203be438c86c8d0c4c52e60f951cd28c4bdaf4ed1
2014-10-10 07:24:20,PAYMENT RECEIVED,0.1,0,20ad8f6b628a76adb74d3067f55ee3816fe96f7854af97a3897c72c08e863580
2014-10-10 09:42:19,PAYMENT RECEIVED,0.03,0,1feeefed95e66340c311a1c3fd15d72b896d3987829da2fa45a0c984cb270695
2014-10-10 13:21:52,PAYMENT RECEIVED,0.2,0,a8b7afa93e146e08e9d3ebff32f34c9c7394e7929a1e2b6987114bc11f96d38f
2014-10-10 14:18:11,PAYMENT RECEIVED,0.25,0,35d49b33533456fa3d4246de632177e14dc507a11d5df8414d3bdd795633a133
2014-10-10 14:27:43,PAYMENT RECEIVED,0.5,0,0103347fa6a7c8693d308011cde68b922c359f0f8c0374ad834b9fb1c15034a9
2014-10-10 14:51:47,PAYMENT RECEIVED,0.3,0,310bed57655d11bee94cc9f42b9603541347ccbc08c7c74c2f7ffaa8430be482
2014-10-10 15:16:20,PAYMENT RECEIVED,0.1,0,c60164823f8f3fa9d3007463bd3ff964d28e006bf9402e8e5a0ace37f9a1b601
2014-10-10 15:14:51,PAYMENT RECEIVED,0.1,0,2dff2b72f92c95a8573ddf88dd08037f2f515d60b61a8281c06ecd975251d546
2014-10-10 16:26:49,PAYMENT RECEIVED,0.25,0,3067039e3f28b6b3cc8148d4ff4a010219f2af7978a73321aa83dee1af14ab45
2014-10-10 16:28:10,PAYMENT RECEIVED,0.9994,0,e8d6a520107f8cb13089466bf4f800a44d344ede969671d229d3e75c72db00db
2014-10-10 16:37:53,PAYMENT RECEIVED,0.0246,0,dd791638ec0364bf4ba0634efcaf07f8c4b2159745802c59123f86b064ebdcb8
2014-10-10 16:37:37,PAYMENT RECEIVED,0.1,0,20f788606b6783675772fef7e9d304d4af2167d5f79aa0ae2136cf0aa157e4f7
2014-10-10 17:34:15,PAYMENT RECEIVED,0.1,0,f30e869fd77b30d5c03faee6d061a7ff567e983cc0b5edac19650aa9375fb492
2014-10-10 17:28:43,PAYMENT RECEIVED,0.00023887,0,0a220f9abdfd5ff7062caf50c9338371e4281bb5cd0ff6e92b27193e1fc1d95e
2014-10-10 19:17:34,PAYMENT RECEIVED,0.02,0,7597d45e82301fc50cc39e3303350d193a05878dd7ee44df4ca7002461c26114
2014-10-10 19:44:53,PAYMENT RECEIVED,1,0,e0911136ed9b1e53067cf959f6525316d8ccb0544711d3f96c1023a9774d1a37
2014-10-10 19:58:28,PAYMENT RECEIVED,0.005,0,d64d8fad8b987ceda1a918c6b3b7ccb52f9e5aafa27beced5695afdafc080b3a
2014-10-10 20:21:56,PAYMENT RECEIVED,0.6393,0,db181a3a0ff62d4095ee0ed42e52016e108a203635cbd566089fc16c09c523e4
2014-10-10 20:55:07,PAYMENT RECEIVED,0.05,0,2810244912f4596c49e137b600de311aae574d68139a6b27ed8752cfe235e455
2014-10-10 21:10:50,PAYMENT RECEIVED,1,0,63b8684869a117701a689be72041e46b0c526e792f752a1ac176fd72a14faa18
2014-10-10 21:11:17,PAYMENT RECEIVED,0.0029,0,ecdfe7ec1e2afc1b6f0c9f8ae0341b2f0cd6733d659a90fd8bbd11c79eab5b46
2014-10-10 21:34:49,PAYMENT RECEIVED,0.26,0,7531ce74de7a6713989192546255e583ce12928dd54bb452ec9d6f1ea447a58b
2014-10-10 21:39:37,PAYMENT RECEIVED,0.3502,0,52947657b6d85fecb88975a72f5bd92d83195d7b3e5e8881d4a0c7e750923b87
2014-10-10 22:24:27,PAYMENT RECEIVED,1,0,482b586d6ec3f76e0cc6d08d771cc46a34aec5ead6a4968d63443c6a3ca67692
2014-10-10 22:15:40,PAYMENT RECEIVED,0.8,0,86c622642f6378e4d64e2e1c2d9931d429450b9ace6924becab30c51444ff861
2014-10-10 22:56:02,PAYMENT RECEIVED,1,0,6477420e49dd4ad0e12d25b9f49d744ffec0c27841dd2bc4281573c4d1ab5f0b
2014-10-10 23:11:18,PAYMENT RECEIVED,0.198202,0,d1c2400c6d226e056c54625fb505d5be7e8a038ffa9367f996839bfabc9afc95
2014-10-10 23:14:20,PAYMENT RECEIVED,0.05,0,f1b74eba3c788854691661a03dd3ed45030114336c5d055dcfe4e62d2d8c5f06
2014-10-10 22:40:30,PAYMENT RECEIVED,2,0,e1e073a404a36ad9458dc9a863725ec6a9b947b22009028362ac9aa8412b6256
2014-10-10 22:51:51,PAYMENT RECEIVED,0.501,0,ffbb79b4dc9af9939e62dd20087d4e313bc24d46e4f7ba3a4a93649fb4928348
2014-10-10 22:53:59,PAYMENT RECEIVED,0.2273,0,bb3534a993a08c3e97f63c094bd76910ecc1a2e91bfb8d6be4d1eedbdcdfc5dc
2014-10-10 22:57:53,PAYMENT RECEIVED,0.0028,0,fd077c2c99d1e36ff425c44fe32fd24891aa1e7114ea88f9a375b9f928a2a7f5
2014-10-10 23:25:54,PAYMENT RECEIVED,0.085,0,fbbc29b9d3c6213452d97aa5cfc2e8dee5bd549e286186c96e4bba8617843a5a
2014-10-10 23:44:53,PAYMENT RECEIVED,0.5,0,f6ac6f8f501eb9416f0c11672318abc932e3e3f1867ded725b02b8ffe817e345
2014-10-10 23:54:35,PAYMENT RECEIVED,0.1,0,d18b4742ee36a8bb3f05d578fae0cf94b8bf8988240895a29315a74ede7ae81c
2014-10-10 23:39:23,PAYMENT RECEIVED,0.4,0,febe69605ddc0191d7df3960c92e3ac4bae9d3998e097bb11839021a59cbb8a6
2014-10-10 23:41:53,PAYMENT RECEIVED,0.5,0,51423740c6bf332f05ed0ce313fd8535e769b3e73f103d502fbaac46bc9eaa44
